Date,Placement,Ad unit,Device category,Total impressions,Total clicks,Total CPM and CPC revenue ($),Total average eCPM ($),Total CTR,Total Active View % viewable impressions,Total Active View average viewable time (seconds),Programmatic eligible ad requests
7/18/23,Easiereats.com,ATD_EE » ATD_160x600_LHS_TAG,Desktop,24,0,0.10,4.05,0.00%,83.33%,22.13,94
7/18/23,Easiereats.com,ATD_EE » ATD_160x600_SB_CP,Desktop,60,0,0.19,3.17,0.00%,93.33%,11.91,147
7/18/23,Easiereats.com,ATD_EE » ATD_160x600_SB_HP,Desktop,96,0,0.36,3.73,0.00%,92.63%,20.69,221
7/18/23,Easiereats.com,ATD_EE » ATD_160x600_RHS_RP,Desktop,"7,004",8,19.28,2.75,0.11%,94.88%,18.12,"15,387"
7/18/23,Easiereats.com,ATD_EE » ATD_160x600_RHS_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,2
7/18/23,Easiereats.com,ATD_EE » ATD_160x600_RHS_TAG,Desktop,44,0,0.18,4.14,0.00%,90.48%,15.19,95
7/18/23,Easiereats.com,ATD_EE » ATD_300x600_AXT,Desktop,3,0,0.01,2.87,0.00%,66.67%,0.00,3
7/18/23,Easiereats.com,ATD_EE » ATD_300x600_AXT,Smartphone,514,8,3.08,5.99,1.56%,52.26%,24.34,576
7/18/23,Easiereats.com,ATD_EE » ATD_300x600_AXT,Tablet,68,0,0.27,3.99,0.00%,55.88%,18.00,80
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_AXT,Desktop,"3,441",9,8.56,2.49,0.26%,77.67%,21.39,"3,997"
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_AXT,Smartphone,"3,106",26,9.30,2.99,0.84%,54.42%,24.49,"3,497"
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_AXT,Tablet,101,2,0.25,2.51,1.98%,67.00%,34.89,126
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_INR2_HP,Desktop,92,0,0.29,3.15,0.00%,78.02%,14.66,117
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_INR2_RP,Desktop,"9,399",42,25.15,2.68,0.45%,80.13%,12.30,"13,529"
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_Interstitial,Desktop,701,51,20.78,29.64,7.28%,95.57%,10.45,"18,167"
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_Interstitial,Smartphone,"1,609",149,39.67,24.66,9.26%,93.87%,6.56,"48,615"
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_Interstitial,Tablet,98,11,3.18,32.41,11.22%,101.04%,11.32,"2,629"
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_BMP_RP,Desktop,1,0,0.00,2.22,0.00%,100.00%,0.00,3
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_BMP_RP,Smartphone,"34,294",271,135.62,3.95,0.79%,62.07%,7.63,"37,277"
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_BMP_RP,Tablet,711,5,2.54,3.58,0.70%,52.72%,11.71,935
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_EOA_CP,Smartphone,126,0,0.56,4.44,0.00%,65.87%,4.70,146
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_EOA_HP,Smartphone,43,0,0.24,5.49,0.00%,66.67%,5.00,53
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_EOA_RP,Desktop,2,0,0.00,2.29,0.00%,50.00%,0.00,3
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_EOA_RP,Smartphone,"11,834",171,58.56,4.95,1.44%,58.29%,7.43,"12,660"
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_EOA_RP,Tablet,319,6,1.49,4.67,1.88%,62.26%,16.21,428
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_EOA_TAG,Smartphone,74,0,0.46,6.23,0.00%,56.76%,4.32,87
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR1_HP,Smartphone,306,9,2.09,6.83,2.94%,59.87%,4.92,328
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR1_HP,Tablet,7,0,0.03,4.29,0.00%,42.86%,8.00,8
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR2_CP,Smartphone,226,2,0.76,3.38,0.88%,50.72%,3.46,301
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR2_CP,Tablet,2,0,0.00,2.28,0.00%,0.00%,0.00,5
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR2_RP,Desktop,1,0,0.00,2.71,0.00%,100.00%,3.00,2
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR2_RP,Smartphone,"23,173",296,107.68,4.65,1.28%,60.99%,8.36,"24,864"
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR2_RP,Tablet,604,1,2.48,4.11,0.17%,59.90%,11.02,790
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR2_TAG,Smartphone,179,2,1.13,6.31,1.12%,53.71%,3.66,204
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR3_CP,Smartphone,232,0,0.75,3.22,0.00%,53.98%,2.59,302
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR3_CP,Tablet,2,0,0.00,1.85,0.00%,0.00%,0.00,5
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR3_RP,Desktop,2,0,0.00,2.38,0.00%,100.00%,43.00,4
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR3_RP,Smartphone,"15,206",174,70.65,4.65,1.14%,72.81%,13.19,"16,199"
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR3_RP,Tablet,396,3,1.77,4.48,0.76%,68.48%,19.57,521
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_INR3_TAG,Smartphone,116,0,0.68,5.84,0.00%,48.70%,3.51,127
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_MH_CP,Desktop,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_MH_CP,Smartphone,167,1,0.56,3.37,0.60%,33.95%,24.68,226
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_MH_CP,Tablet,2,0,0.01,3.34,0.00%,100.00%,3.00,4
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_MH_TAG,Smartphone,238,2,1.27,5.33,0.84%,60.50%,5.80,287
7/18/23,Easiereats.com,ATD_EE » ATD_300x250_M_MH_TAG,Tablet,1,0,0.00,4.52,0.00%,100.00%,0.00,2
7/18/23,Easiereats.com,ATD_EE » ATD_320x50_AXT,Desktop,21,0,0.03,1.35,0.00%,100.00%,18.33,32
7/18/23,Easiereats.com,ATD_EE » ATD_320x50_AXT,Smartphone,"14,575",34,21.53,1.48,0.23%,95.67%,25.84,"28,947"
7/18/23,Easiereats.com,ATD_EE » ATD_320x50_AXT,Tablet,"1,203",1,1.93,1.60,0.08%,95.45%,34.80,"2,050"
7/18/23,Easiereats.com,ATD_EE » ATD_320x50_M_Footer,Desktop,16,0,0.03,1.65,0.00%,81.25%,36.50,66
7/18/23,Easiereats.com,ATD_EE » ATD_320x50_M_Footer,Smartphone,"17,838",17,25.23,1.41,0.10%,86.64%,16.53,"50,589"
7/18/23,Easiereats.com,ATD_EE » ATD_320x50_M_Footer,Tablet,"1,458",5,2.55,1.75,0.34%,86.06%,22.60,"3,070"
7/18/23,Easiereats.com,ATD_EE » ATD_320x100_AXT,Smartphone,779,4,1.65,2.12,0.51%,85.62%,18.15,"1,601"
7/18/23,Easiereats.com,ATD_EE » ATD_320x100_AXT,Tablet,4,0,0.01,2.42,0.00%,50.00%,4.00,18
7/18/23,Easiereats.com,ATD_EE » ATD_320x100_M_MH_RP,Desktop,2,0,0.00,1.50,0.00%,100.00%,0.00,43
7/18/23,Easiereats.com,ATD_EE » ATD_320x100_M_MH_RP,Smartphone,"38,697",16,19.51,0.50,0.04%,56.61%,13.03,"50,612"
7/18/23,Easiereats.com,ATD_EE » ATD_320x100_M_MH_RP,Tablet,640,0,0.43,0.68,0.00%,38.57%,17.94,"2,556"
7/18/23,Easiereats.com,ATD_EE » ATD_320x100_TOP_RP,Smartphone,0,0,0.00,0.00,0.00%,0.00%,0.00,3
7/18/23,Easiereats.com,ATD_EE » ATD_336x280_AXT,Desktop,"2,546",22,6.90,2.71,0.86%,77.40%,19.07,"2,787"
7/18/23,Easiereats.com,ATD_EE » ATD_336x280_AXT,Smartphone,149,4,0.60,4.05,2.68%,52.35%,21.04,160
7/18/23,Easiereats.com,ATD_EE » ATD_336x280_AXT,Tablet,2,0,0.01,4.96,0.00%,50.00%,16.00,2
7/18/23,Easiereats.com,ATD_EE » ATD_728x90_AXT,Desktop,"19,258",105,47.77,2.48,0.55%,96.09%,25.56,"24,994"
7/18/23,Easiereats.com,ATD_EE » ATD_728x90_Footer,Desktop,"12,625",61,34.94,2.77,0.48%,94.94%,20.02,"18,991"
7/18/23,Easiereats.com,ATD_EE » ATD_728x90_Footer,Tablet,2,0,0.00,2.29,0.00%,50.00%,0.00,3
7/18/23,Easiereats.com,ATD_EE » ATD_970x90_AXT,Desktop,"1,389",14,4.64,3.34,1.01%,82.12%,24.70,"1,641"
7/18/23,Easiereats.com,ATD_EE » ATD_970x90_BMP_RP,Desktop,"9,502",26,23.16,2.44,0.27%,72.83%,14.98,"16,694"
7/18/23,Easiereats.com,ATD_EE » ATD_970x250_AXT,Desktop,"3,994",49,16.75,4.19,1.23%,82.76%,21.83,"4,599"
7/18/23,Easiereats.com,ATD_EE » ATD_970x250_EOA_CP,Desktop,160,1,0.63,3.95,0.62%,72.50%,7.92,169
7/18/23,Easiereats.com,ATD_EE » ATD_970x250_EOA_RP,Desktop,"6,879",58,29.28,4.26,0.84%,75.93%,19.37,"8,211"
7/18/23,Easiereats.com,ATD_EE » ATD_970x250_EOA_TAG,Desktop,44,1,0.28,6.34,2.27%,70.45%,4.28,50
7/18/23,Easiereats.com,ATD_EE » ATD_970x250_INR3_RP,Desktop,"11,050",78,42.47,3.84,0.71%,73.12%,18.16,"12,485"
7/18/23,Easiereats.com,ATD_EE » ATD_970x250_MH_CP,Desktop,137,0,0.62,4.53,0.00%,45.26%,17.59,153
7/18/23,Easiereats.com,ATD_EE » ATD_970x250_MH_HP,Desktop,179,3,1.23,6.87,1.68%,80.90%,16.49,255
7/18/23,Easiereats.com,ATD_EE » ATD_970x250_MH_RP,Desktop,"15,335",66,60.82,3.97,0.43%,59.51%,17.04,"18,760"
7/18/23,Easiereats.com,ATD_EE » ATD_970x250_MH_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,2
7/18/23,Easiereats.com,ATD_EE » ATD_970x250_MH_TAG,Desktop,78,1,0.55,7.12,1.28%,74.36%,13.76,102
7/18/23,Funnyeditor.com,ATD_FunnyEditor,Desktop,26,0,0.03,1.27,0.00%,15.38%,28.00,34
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_160x600_AXT,Desktop,"5,153",8,10.76,2.09,0.16%,96.75%,17.41,"5,639"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_160x600_AXT,Tablet,52,0,0.14,2.71,0.00%,96.15%,15.88,57
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_160x600_RHS_CP,Desktop,13,0,0.02,1.29,0.00%,92.31%,26.75,18
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_160x600_RHS_CP,Tablet,1,0,0.00,3.60,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_160x600_RHS_HP,Desktop,64,0,0.15,2.31,0.00%,75.41%,17.94,128
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_160x600_RHS_HP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_160x600_RHS_JP,Desktop,"5,131",7,11.03,2.15,0.14%,79.15%,16.06,"8,401"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_160x600_RHS_JP,Tablet,53,1,0.22,4.16,1.89%,48.94%,19.84,134
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_120x600_AXT,Smartphone,14,0,0.01,0.40,0.00%,100.00%,33.67,20
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x50_AXT,Smartphone,925,1,1.00,1.09,0.11%,88.96%,20.29,"1,111"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x600_AXT,Desktop,5,0,0.02,4.12,0.00%,40.00%,21.95,8
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x600_AXT,Smartphone,64,7,0.43,6.65,10.94%,73.44%,14.43,88
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x600_RHS_HP,Desktop,3,0,0.01,2.34,0.00%,33.33%,1.00,3
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x600_RHS_JP,Desktop,8,0,0.01,1.61,0.00%,100.00%,12.69,15
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_AXT,Desktop,"1,135",6,2.01,1.77,0.53%,93.81%,14.75,"1,243"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_AXT,Smartphone,"1,426",5,3.10,2.17,0.35%,95.02%,16.57,"1,517"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_AXT,Tablet,85,0,0.14,1.67,0.00%,100.00%,14.20,86
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_INR2_JP,Desktop,"7,105",15,10.25,1.44,0.21%,33.48%,14.72,"12,942"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_INR2_JP,Tablet,346,0,0.61,1.77,0.00%,43.11%,29.80,692
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_Interstitial,Desktop,418,29,14.30,34.22,6.94%,97.83%,8.13,"15,507"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_Interstitial,Smartphone,"1,623",134,40.73,25.09,8.26%,91.57%,5.68,"43,650"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_Interstitial,Tablet,65,11,2.60,39.97,16.92%,93.85%,8.32,"1,676"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_EOA_CP,Smartphone,1,0,0.01,5.05,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_EOA_HP,Smartphone,15,0,0.06,3.94,0.00%,33.33%,11.00,35
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_EOA_JP,Desktop,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_EOA_JP,Smartphone,501,11,1.95,3.89,2.20%,46.54%,8.08,663
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR4_HP,Smartphone,13,0,0.05,4.21,0.00%,58.33%,2.67,18
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR4_JP,Desktop,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR4_JP,Smartphone,452,5,1.63,3.60,1.11%,47.43%,7.24,572
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR5_JP,Desktop,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR5_JP,Smartphone,184,3,0.62,3.37,1.63%,42.31%,9.53,267
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR6_JP,Desktop,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR6_JP,Smartphone,121,1,0.32,2.67,0.83%,41.67%,11.13,199
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR1_CP,Smartphone,10,0,0.01,1.14,0.00%,112.50%,11.00,19
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR1_HP,Smartphone,286,8,1.46,5.11,2.80%,50.53%,8.93,346
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR1_HP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR2_CP,Smartphone,1,0,0.00,1.82,0.00%,0.00%,0.00,2
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR2_HP,Smartphone,65,3,0.34,5.24,4.62%,49.23%,4.35,72
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR2_HP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR2_JP,Desktop,5,0,0.01,1.24,0.00%,0.00%,0.00,10
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR2_JP,Smartphone,"26,478",219,51.48,1.94,0.83%,13.04%,11.50,"41,281"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR2_JP,Tablet,2,0,0.00,1.04,0.00%,50.00%,4.00,8
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR3_HP,Smartphone,24,0,0.11,4.63,0.00%,41.67%,6.25,31
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR3_JP,Desktop,0,0,0.00,0.00,0.00%,0.00%,0.00,2
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR3_JP,Smartphone,"1,208",29,5.20,4.30,2.40%,48.07%,7.38,"1,450"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_INR3_JP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_MH_CP,Smartphone,18,0,0.04,2.02,0.00%,38.89%,0.00,37
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_MH_HP,Smartphone,825,10,5.73,6.94,1.21%,69.17%,20.42,"1,409"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_MH_HP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_MH_JP,Desktop,6,0,0.01,1.78,0.00%,66.67%,0.00,9
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_MH_JP,Smartphone,"30,532",257,77.82,2.55,0.84%,73.87%,18.46,"40,626"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_300x250_M_MH_JP,Tablet,3,0,0.01,1.76,0.00%,33.33%,6.41,9
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_320x50_AXT,Smartphone,"14,442",32,19.89,1.38,0.22%,95.34%,20.10,"17,255"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_320x50_Footer,Desktop,29,0,0.04,1.28,0.00%,82.76%,18.98,50
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_320x50_Footer,Smartphone,"30,965",55,35.61,1.15,0.18%,74.74%,20.34,"43,948"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_320x50_Footer,Tablet,4,0,0.00,1.17,0.00%,50.00%,10.14,9
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_320x100_AXT,Smartphone,91,0,0.09,0.95,0.00%,95.60%,21.51,93
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_336x280_AXT,Desktop,"1,905",6,3.01,1.58,0.31%,96.90%,19.29,"2,137"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_336x280_AXT,Smartphone,"6,602",27,15.17,2.30,0.41%,93.16%,18.32,"7,140"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_336x280_AXT,Tablet,132,0,0.28,2.09,0.00%,88.37%,14.80,135
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_728x90_AXT,Desktop,"8,349",32,16.00,1.92,0.38%,96.52%,18.32,"9,001"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_728x90_AXT,Smartphone,509,2,0.79,1.55,0.39%,95.87%,16.56,529
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_728x90_AXT,Tablet,545,2,1.74,3.19,0.37%,94.29%,22.30,737
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_728x90_Footer,Desktop,"9,974",10,19.47,1.95,0.10%,79.77%,16.09,"15,351"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_728x90_Footer,Tablet,855,5,2.01,2.35,0.58%,75.92%,25.33,"1,625"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x90_AXT,Desktop,6,0,0.01,1.14,0.00%,100.00%,24.97,8
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_AXT,Desktop,"5,573",38,22.82,4.09,0.68%,97.26%,17.32,"6,034"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_AXT,Tablet,209,1,0.75,3.59,0.48%,95.69%,22.59,355
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_EOA_HP,Desktop,14,0,0.05,3.55,0.00%,64.29%,5.00,15
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_EOA_JP,Desktop,166,0,0.47,2.80,0.00%,17.39%,13.98,344
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_EOA_JP,Tablet,10,0,0.01,1.14,0.00%,10.00%,0.00,29
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR3_CP,Desktop,3,0,0.00,1.46,0.00%,66.67%,0.00,3
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR3_HP,Desktop,20,0,0.06,2.87,0.00%,45.00%,9.02,22
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR3_JP,Desktop,644,9,2.19,3.40,1.40%,43.85%,11.00,865
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR3_JP,Tablet,63,0,0.16,2.53,0.00%,19.30%,43.20,124
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR1_CP,Desktop,12,0,0.03,2.78,0.00%,83.33%,7.25,14
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR1_CP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR1_HP,Desktop,78,2,0.24,3.11,2.56%,68.83%,11.81,132
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR1_HP,Tablet,5,0,0.01,2.52,0.00%,40.00%,12.87,6
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR2_CP,Desktop,5,0,0.01,2.26,0.00%,100.00%,46.75,5
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR2_HP,Desktop,32,0,0.12,3.67,0.00%,51.61%,5.33,37
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR2_HP,Tablet,1,0,0.00,2.62,0.00%,0.00%,0.00,1
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR2_JP,Desktop,8,0,0.01,1.58,0.00%,71.43%,3.75,367
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR4_HP,Desktop,17,0,0.06,3.31,0.00%,52.94%,8.78,19
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR4_JP,Desktop,198,0,0.80,4.06,0.00%,58.67%,12.54,288
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR4_JP,Tablet,10,0,0.02,2.18,0.00%,30.00%,11.00,20
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR5_JP,Desktop,115,1,0.48,4.19,0.87%,48.21%,8.39,194
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR5_JP,Tablet,3,0,0.01,2.14,0.00%,33.33%,0.00,12
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR6_JP,Desktop,86,0,0.33,3.83,0.00%,34.94%,5.47,162
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_INR6_JP,Tablet,2,0,0.00,1.88,0.00%,50.00%,0.00,11
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_MH_CP,Desktop,28,0,0.08,2.81,0.00%,71.43%,8.00,32
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_MH_CP,Tablet,1,0,0.00,1.94,0.00%,0.00%,0.00,3
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_MH_HP,Desktop,109,0,0.60,5.49,0.00%,73.83%,9.94,180
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_MH_HP,Tablet,5,0,0.02,4.33,0.00%,80.00%,9.76,8
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_MH_JP,Desktop,"8,676",87,40.74,4.70,1.00%,80.41%,15.50,"13,580"
7/18/23,Funnyeditor.com,ATD_FunnyEditor » ATD_970x250_MH_JP,Tablet,318,4,1.61,5.07,1.26%,70.43%,26.94,718
7/18/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_160x600_AXT,Desktop,"4,194",6,7.05,1.68,0.14%,96.73%,19.99,"4,609"
7/18/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_160x600_AXT,Smartphone,4,0,0.01,2.17,0.00%,100.00%,17.00,5
7/18/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_160x600_AXT,Tablet,74,0,0.13,1.76,0.00%,85.14%,17.59,80
7/18/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_160x600_RHS_CP,Desktop,1,0,0.01,6.35,0.00%,100.00%,5.00,1
7/18/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_160x600_RHS_CP,Tablet,2,0,0.01,5.07,0.00%,100.00%,12.50,2
7/18/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_160x600_RHS_HP,Desktop,36,0,0.08,2.21,0.00%,86.11%,13.36,49
7/18/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_160x600_RHS_JP,Desktop,"6,080",5,12.20,2.01,0.08%,77.49%,16.54,"9,560"
7/18/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_160x600_RHS_JP,Tablet,70,1,0.23,3.32,1.43%,79.37%,14.89,193
7/18/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_300x600_AXT,Smartphone,131,3,0.45,3.42,2.29%,95.42%,20.60,138
7/18/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_300x600_RHS_HP,Desktop,0,0,0.00,0.00,0.00%,0.00%,0.00,2
7/18/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_300x600_RHS_JP,Desktop,1,0,0.00,1.06,0.00%,100.00%,1.00,11
7/18/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_300x250_AXT,Desktop,886,0,1.38,1.56,0.00%,94.80%,22.65,977
