"Day","Property","Line Item Name","Ad Impressions","Publisher Demand Revenue","Connatix Demand Revenue","CPM ($)"
"28-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",53,0.03,0.00,0.50
"28-DEC-2023","commandcooking.com","Media.net - Line item",2,0.00,0.00,2.48
"28-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",1,0.00,0.00,2.51
"28-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",3,0.00,0.00,0.58
"28-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",4,0.00,0.00,0.31
"28-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",15,0.04,0.00,2.40
"28-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",10,0.02,0.00,2.39
"28-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",2,0.00,0.00,1.22
"28-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",31,0.07,0.00,2.16
"28-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1055,1.89,0.00,1.79
"29-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",41,0.02,0.00,0.50
"29-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",1,0.00,0.00,1.35
"29-DEC-2023","commandcooking.com","OpenX - CC - Line Item",1,0.00,0.00,3.32
"29-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",3,0.00,0.00,0.25
"29-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",10,0.04,0.00,4.42
"29-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",12,0.02,0.00,2.08
