"Day","Property","Line Item Name","Ad Impressions","Publisher Demand Revenue","Connatix Demand Revenue","CPM ($)"
"22-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",10635,11.97,0.00,1.13
"22-DEC-2023","www.stilt.com","Unruly Line Item",458,1.55,0.00,3.38
"22-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",48,0.24,0.00,4.94
"23-DEC-2023","calcsimple.com","Unruly Line Item",14,0.04,0.00,2.66
"23-DEC-2023","commandcooking.com","Conversant - CC - Line item",912,2.23,0.00,2.45
"23-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",39535,19.77,0.00,0.50
"23-DEC-2023","commandcooking.com","Media.net - Line item",960,2.12,0.00,2.21
"23-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",9227,27.06,0.00,2.93
"23-DEC-2023","commandcooking.com","OpenX - CC - Line Item",1627,3.44,0.00,2.12
"23-DEC-2023","commandcooking.com","Pubmatic Line item",395,0.84,0.00,2.13
"23-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",122,0.46,0.00,3.74
"23-DEC-2023","commandcooking.com","Rise Line Item",554,2.11,0.00,3.80
"23-DEC-2023","commandcooking.com","Sharethrough - Line item",205,0.59,0.00,2.88
"23-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",449,1.26,0.00,2.81
"23-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",2727,11.00,0.00,4.03
"23-DEC-2023","commandcooking.com","Unruly Line Item",171,0.62,0.00,3.64
"23-DEC-2023","commandcooking.com","Xandr - CC - Line Item",177,0.56,0.00,3.15
"23-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1172,2.15,0.00,1.83
"23-DEC-2023","texashillcountry.com","Unruly Line Item",61,0.19,0.00,3.17
"23-DEC-2023","www.flickchart.com","Unruly Line Item",5,0.02,0.00,3.90
"23-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",4422,1.33,0.00,0.30
"23-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",2879,6.42,0.00,2.23
"23-DEC-2023","www.golaurens.com","Unruly Line Item",145,0.40,0.00,2.73
"23-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",369,2.08,0.00,5.63
"23-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",591,2.17,0.00,3.66
"23-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",65,0.20,0.00,3.10
"23-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",130,0.86,0.00,6.63
"23-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",8023,9.21,0.00,1.15
"23-DEC-2023","www.stilt.com","Unruly Line Item",340,1.19,0.00,3.50
"23-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",44,0.15,0.00,3.44
"24-DEC-2023","calcsimple.com","Unruly Line Item",14,0.03,0.00,2.34
"24-DEC-2023","commandcooking.com","Conversant - CC - Line item",946,2.22,0.00,2.34
"24-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",42722,21.36,0.00,0.50
"24-DEC-2023","commandcooking.com","Media.net - Line item",835,1.91,0.00,2.29
"24-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",7747,19.80,0.00,2.56
"24-DEC-2023","commandcooking.com","OpenX - CC - Line Item",1668,3.73,0.00,2.24
"24-DEC-2023","commandcooking.com","Pubmatic Line item",475,0.95,0.00,2.01
"24-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",79,0.25,0.00,3.14
"24-DEC-2023","commandcooking.com","Rise Line Item",361,1.16,0.00,3.22
"24-DEC-2023","commandcooking.com","Sharethrough - Line item",270,0.68,0.00,2.53
"24-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",395,1.14,0.00,2.87
"24-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",4427,12.32,0.00,2.78
"24-DEC-2023","commandcooking.com","Unruly Line Item",184,0.71,0.00,3.86
"24-DEC-2023","commandcooking.com","Xandr - CC - Line Item",135,0.51,0.00,3.75
"24-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",585,1.41,0.00,2.41
"24-DEC-2023","texashillcountry.com","Unruly Line Item",43,0.14,0.00,3.17
"24-DEC-2023","www.flickchart.com","Unruly Line Item",3,0.01,0.00,3.25
"24-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",3355,1.01,0.00,0.30
"24-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1761,4.78,0.00,2.72
"24-DEC-2023","www.golaurens.com","Unruly Line Item",119,0.29,0.00,2.47
"24-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",331,1.90,0.00,5.74
"24-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",504,1.68,0.00,3.32
"24-DEC-2023","www.stilt.com","Pubmatic Line item",6,0.02,0.00,2.84
"24-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",20,0.05,0.00,2.75
"24-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",72,0.44,0.00,6.14
"24-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",6259,6.81,0.00,1.09
"24-DEC-2023","www.stilt.com","Unruly Line Item",224,0.79,0.00,3.52
"24-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",54,0.22,0.00,4.03
"25-DEC-2023","calcsimple.com","Unruly Line Item",9,0.02,0.00,2.74
"25-DEC-2023","commandcooking.com","Conversant - CC - Line item",860,1.39,0.00,1.61
"25-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",38548,19.27,0.00,0.50
"25-DEC-2023","commandcooking.com","Media.net - Line item",788,1.66,0.00,2.11
"25-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",6678,18.57,0.00,2.78
"25-DEC-2023","commandcooking.com","OpenX - CC - Line Item",1472,3.21,0.00,2.18
"25-DEC-2023","commandcooking.com","Pubmatic Line item",291,0.64,0.00,2.21
"25-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",49,0.23,0.00,4.72
"25-DEC-2023","commandcooking.com","Rise Line Item",364,1.05,0.00,2.88
"25-DEC-2023","commandcooking.com","Sharethrough - Line item",291,0.65,0.00,2.23
"25-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",284,0.89,0.00,3.13
"25-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",5509,10.64,0.00,1.93
"25-DEC-2023","commandcooking.com","Unruly Line Item",179,0.67,0.00,3.74
"25-DEC-2023","commandcooking.com","Xandr - CC - Line Item",68,0.19,0.00,2.78
"25-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",755,1.05,0.00,1.39
"25-DEC-2023","texashillcountry.com","Unruly Line Item",30,0.08,0.00,2.57
"25-DEC-2023","www.flickchart.com","Unruly Line Item",1,0.00,0.00,1.38
"25-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",3923,1.18,0.00,0.30
"25-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1546,3.36,0.00,2.17
"25-DEC-2023","www.golaurens.com","Unruly Line Item",50,0.14,0.00,2.88
"25-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",162,0.69,0.00,4.25
"25-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",508,1.59,0.00,3.13
"25-DEC-2023","www.stilt.com","Pubmatic Line item",1,0.01,0.00,5.20
"25-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",40,0.09,0.00,2.28
"25-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",52,0.23,0.00,4.35
"25-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",5391,5.66,0.00,1.05
"25-DEC-2023","www.stilt.com","Unruly Line Item",198,0.69,0.00,3.48
"25-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",33,0.08,0.00,2.31
"26-DEC-2023","calcsimple.com","Unruly Line Item",2,0.00,0.00,1.16
"26-DEC-2023","commandcooking.com","Conversant - CC - Line item",351,1.40,0.00,4.00
"26-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",24911,12.46,0.00,0.50
"26-DEC-2023","commandcooking.com","Media.net - Line item",1014,2.25,0.00,2.21
"26-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",10104,26.00,0.00,2.57
"26-DEC-2023","commandcooking.com","OpenX - CC - Line Item",1766,3.33,0.00,1.89
"26-DEC-2023","commandcooking.com","Pubmatic Line item",550,1.10,0.00,2.00
"26-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",108,0.25,0.00,2.29
"26-DEC-2023","commandcooking.com","Rise Line Item",422,1.04,0.00,2.47
"26-DEC-2023","commandcooking.com","Sharethrough - Line item",233,0.54,0.00,2.34
"26-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",221,0.92,0.00,4.18
"26-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",6842,9.53,0.00,1.39
"26-DEC-2023","commandcooking.com","Unruly Line Item",164,0.70,0.00,4.29
"26-DEC-2023","commandcooking.com","Xandr - CC - Line Item",68,0.15,0.00,2.19
"26-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1224,1.34,0.00,1.09
"26-DEC-2023","texashillcountry.com","Unruly Line Item",38,0.10,0.00,2.56
"26-DEC-2023","www.flickchart.com","Unruly Line Item",6,0.02,0.00,3.19
"26-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",5952,1.79,0.00,0.30
"26-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1839,4.65,0.00,2.53
"26-DEC-2023","www.golaurens.com","Unruly Line Item",191,0.52,0.00,2.71
"26-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",945,3.55,0.00,3.76
"26-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",506,1.99,0.00,3.94
"26-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",82,0.23,0.00,2.86
"26-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",120,0.66,0.00,5.51
"26-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",10027,10.22,0.00,1.02
"26-DEC-2023","www.stilt.com","Unruly Line Item",309,1.16,0.00,3.77
"26-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",38,0.13,0.00,3.34
"27-DEC-2023","calcsimple.com","Unruly Line Item",5,0.01,0.00,1.80
"27-DEC-2023","commandcooking.com","Conversant - CC - Line item",656,1.43,0.00,2.18
"27-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",21531,10.77,0.00,0.50
"27-DEC-2023","commandcooking.com","Media.net - Line item",1007,2.10,0.00,2.08
"27-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",11091,26.32,0.00,2.37
"27-DEC-2023","commandcooking.com","OpenX - CC - Line Item",2405,4.49,0.00,1.87
"27-DEC-2023","commandcooking.com","Pubmatic Line item",738,1.60,0.00,2.17
"27-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",106,0.23,0.00,2.16
"27-DEC-2023","commandcooking.com","Rise Line Item",354,0.96,0.00,2.70
"27-DEC-2023","commandcooking.com","Sharethrough - Line item",251,0.61,0.00,2.43
"27-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",284,0.89,0.00,3.15
"27-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",3394,10.46,0.00,3.08
"27-DEC-2023","commandcooking.com","Unruly Line Item",161,0.56,0.00,3.49
"27-DEC-2023","commandcooking.com","Xandr - CC - Line Item",76,0.18,0.00,2.33
"27-DEC-2023","cookingprofessionally.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",10,0.00,0.00,0.25
"27-DEC-2023","glamourfame.com","Unruly Line Item",3,0.01,0.00,3.27
"27-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1085,1.38,0.00,1.27
"27-DEC-2023","texashillcountry.com","Unruly Line Item",47,0.12,0.00,2.56
"27-DEC-2023","www.flickchart.com","Unruly Line Item",2,0.01,0.00,2.99
"27-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",6664,2.00,0.00,0.30
"27-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1620,4.76,0.00,2.94
"27-DEC-2023","www.golaurens.com","Unruly Line Item",147,0.43,0.00,2.95
"27-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",1288,3.45,0.00,2.67
"27-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",694,2.51,0.00,3.61
"27-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",65,0.18,0.00,2.69
"27-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",126,0.88,0.00,6.98
"27-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",12419,13.45,0.00,1.08
"27-DEC-2023","www.stilt.com","Unruly Line Item",317,1.16,0.00,3.67
"27-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",61,0.37,0.00,6.04
"28-DEC-2023","commandcooking.com","Conversant - CC - Line item",731,1.53,0.00,2.09
"28-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",22318,11.16,0.00,0.50
"28-DEC-2023","commandcooking.com","Media.net - Line item",1006,2.35,0.00,2.34
"28-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",10537,28.69,0.00,2.72
"28-DEC-2023","commandcooking.com","OpenX - CC - Line Item",1949,3.77,0.00,1.93
"28-DEC-2023","commandcooking.com","Pubmatic Line item",673,1.31,0.00,1.94
"28-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",97,0.23,0.00,2.37
"28-DEC-2023","commandcooking.com","Rise Line Item",405,1.01,0.00,2.49
"28-DEC-2023","commandcooking.com","Sharethrough - Line item",356,0.72,0.00,2.03
"28-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",340,0.92,0.00,2.71
"28-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",3862,10.37,0.00,2.68
"28-DEC-2023","commandcooking.com","Unruly Line Item",152,0.64,0.00,4.19
"28-DEC-2023","commandcooking.com","Xandr - CC - Line Item",44,0.12,0.00,2.77
"28-DEC-2023","texashillcountry.com","Rise Line Item",2,0.01,0.00,3.78
"28-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",809,1.38,0.00,1.71
"28-DEC-2023","texashillcountry.com","Unruly Line Item",38,0.13,0.00,3.52
"28-DEC-2023","www.flickchart.com","Unruly Line Item",3,0.01,0.00,3.30
"28-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",5517,1.66,0.00,0.30
"28-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1744,5.28,0.00,3.03
"28-DEC-2023","www.golaurens.com","Unruly Line Item",117,0.34,0.00,2.89
"28-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",899,2.81,0.00,3.12
"28-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",655,2.43,0.00,3.71
"28-DEC-2023","www.stilt.com","Pubmatic Line item",4,0.01,0.00,2.13
"28-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",96,0.25,0.00,2.64
"28-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",102,0.62,0.00,6.03
"28-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",10430,11.44,0.00,1.10
"28-DEC-2023","www.stilt.com","Unruly Line Item",304,1.14,0.00,3.75
"28-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",132,0.54,0.00,4.12
"29-DEC-2023","commandcooking.com","Conversant - CC - Line item",693,1.85,0.00,2.67
"29-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",22169,11.08,0.00,0.50
"29-DEC-2023","commandcooking.com","Media.net - Line item",993,2.37,0.00,2.38
"29-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",11479,23.91,0.00,2.08
"29-DEC-2023","commandcooking.com","OpenX - CC - Line Item",1554,2.91,0.00,1.87
"29-DEC-2023","commandcooking.com","Pubmatic Line item",572,1.10,0.00,1.92
"29-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",52,0.10,0.00,1.96
"29-DEC-2023","commandcooking.com","Rise Line Item",367,0.95,0.00,2.59
"29-DEC-2023","commandcooking.com","Sharethrough - Line item",118,0.22,0.00,1.89
"29-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",347,1.06,0.00,3.05
"29-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",3319,8.33,0.00,2.51
"29-DEC-2023","commandcooking.com","Unruly Line Item",157,0.57,0.00,3.61
"29-DEC-2023","commandcooking.com","Xandr - CC - Line Item",93,0.22,0.00,2.32
"29-DEC-2023","texashillcountry.com","Rise Line Item",2,0.01,0.00,3.64
"29-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",891,1.32,0.00,1.48
"29-DEC-2023","texashillcountry.com","Unruly Line Item",37,0.08,0.00,2.06
"29-DEC-2023","www.flickchart.com","Unruly Line Item",4,0.01,0.00,3.49
"29-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",5600,1.68,0.00,0.30
"29-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",814,2.63,0.00,3.23
"29-DEC-2023","www.golaurens.com","Unruly Line Item",141,0.41,0.00,2.94
"29-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",908,2.16,0.00,2.38
"29-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",642,2.31,0.00,3.59
"29-DEC-2023","www.stilt.com","Pubmatic Line item",1,0.00,0.00,2.77
"29-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",108,0.25,0.00,2.31
"29-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",148,1.00,0.00,6.75
"29-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",6995,7.04,0.00,1.01
"29-DEC-2023","www.stilt.com","Unruly Line Item",379,1.38,0.00,3.63
"29-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",232,0.83,0.00,3.59
"30-DEC-2023","commandcooking.com","Conversant - CC - Line item",542,1.56,0.00,2.87
"30-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",31340,15.67,0.00,0.50
"30-DEC-2023","commandcooking.com","Media.net - Line item",746,1.94,0.00,2.60
"30-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",10691,19.79,0.00,1.85
"30-DEC-2023","commandcooking.com","OpenX - CC - Line Item",1953,3.02,0.00,1.55
"30-DEC-2023","commandcooking.com","Pubmatic Line item",503,0.91,0.00,1.80
"30-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",62,0.16,0.00,2.55
"30-DEC-2023","commandcooking.com","Rise Line Item",285,0.92,0.00,3.23
"30-DEC-2023","commandcooking.com","Sharethrough - Line item",88,0.19,0.00,2.13
"30-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",349,0.85,0.00,2.42
"30-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1786,5.47,0.00,3.06
"30-DEC-2023","commandcooking.com","Unruly Line Item",140,0.64,0.00,4.57
"30-DEC-2023","commandcooking.com","Xandr - CC - Line Item",74,0.14,0.00,1.95
"30-DEC-2023","glamourfame.com","Unruly Line Item",1,0.00,0.00,2.48
"30-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",839,1.27,0.00,1.51
"30-DEC-2023","texashillcountry.com","Unruly Line Item",54,0.13,0.00,2.47
"30-DEC-2023","www.flickchart.com","Unruly Line Item",2,0.01,0.00,3.68
"30-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",4297,1.29,0.00,0.30
"30-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",547,1.60,0.00,2.93
"30-DEC-2023","www.golaurens.com","Unruly Line Item",78,0.23,0.00,2.95
"30-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",1289,2.58,0.00,2.00
"30-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",528,2.02,0.00,3.83
"30-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",54,0.10,0.00,1.84
"30-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",101,0.47,0.00,4.64
"30-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",5087,5.13,0.00,1.01
"30-DEC-2023","www.stilt.com","Unruly Line Item",268,0.94,0.00,3.52
"30-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",117,0.47,0.00,4.02
"31-DEC-2023","commandcooking.com","Conversant - CC - Line item",414,1.53,0.00,3.70
"31-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",40886,20.44,0.00,0.50
"31-DEC-2023","commandcooking.com","Media.net - Line item",741,1.67,0.00,2.26
"31-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",5915,12.53,0.00,2.12
"31-DEC-2023","commandcooking.com","OpenX - CC - Line Item",1692,2.60,0.00,1.54
"31-DEC-2023","commandcooking.com","Pubmatic Line item",652,1.07,0.00,1.63
"31-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",62,0.16,0.00,2.57
"31-DEC-2023","commandcooking.com","Rise Line Item",253,0.68,0.00,2.70
"31-DEC-2023","commandcooking.com","Sharethrough - Line item",70,0.14,0.00,2.05
"31-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",268,0.65,0.00,2.42
"31-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",3393,5.78,0.00,1.70
"31-DEC-2023","commandcooking.com","Unruly Line Item",194,0.70,0.00,3.63
"31-DEC-2023","commandcooking.com","Xandr - CC - Line Item",57,0.19,0.00,3.38
"31-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",267,0.58,0.00,2.19
"31-DEC-2023","texashillcountry.com","Unruly Line Item",43,0.15,0.00,3.55
"31-DEC-2023","www.flickchart.com","Unruly Line Item",4,0.02,0.00,3.78
"31-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",4746,1.42,0.00,0.30
"31-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",494,1.45,0.00,2.94
"31-DEC-2023","www.golaurens.com","Unruly Line Item",79,0.22,0.00,2.77
"31-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",570,1.42,0.00,2.49
"31-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",473,1.55,0.00,3.28
"31-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",41,0.11,0.00,2.67
"31-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",115,0.42,0.00,3.66
"31-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",4564,3.81,0.00,0.83
"31-DEC-2023","www.stilt.com","Unruly Line Item",237,0.86,0.00,3.64
"31-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",98,0.64,0.00,6.57
"Total:",,,2742105,3281.54,0.00,1.20
